ico_name,ticker,platform,token,country,hardcap,softcap,raised,bounty_status,activy_status,twitter_status,bitcointalk_status,telegram_status,social_rating,profile_rating,team_rating_ib,team_rating_im,product_rating,vision_rating,icobench_rating,icomarks_rating,icobazaar_rating,aggregate_rating
MATRIX,,N/A,N/A,N/A,"50,000,000",N/A,54000000 USD,VERY HIGH,VERY HIGH,VERY HIGH,VERY HIGH,VERY HIGH,N/A,Benchy,N/A,N/A,N/A,N/A,3.3,6.8,3.4,3.3
Qredit,QRT,Neblio,NTP-1,Netherlands,"1,900,000 EUR",N/A,647314 USD,-,HIGH,HIGH,MEDIUM,-,3,Benchy,4.0,10,4.0,5.0,-,-,-,2.7
AvaGo,AVA,Ethereum,ERC20,Singapore,10000 ETH,5000000 USD,Unknown,HIGH,VERY LOW,VERY LOW,HIGH,-,2,Benchy,N/A,4,N/A,N/A,2.6,4.8,-,2.6
RevenYOU,,Ethereum,ERC20,Switzerland,"35,000,000 EUR","600,000 EUR",700000 USD,-,-,-,-,-,10,Benchy,N/A,8,N/A,N/A,2.1,8.4,4.0,2.1
Internacional Coin,,N/A,N/A,N/A,N/A,N/A,Unknown,MEDIUM,VERY LOW,VERY LOW,MEDIUM,-,N/A,Benchy,N/A,N/A,N/A,N/A,2.7,5.1,-,2.7
Galactikka,GALA,Ethereum,ERC20,Russia,N/A,N/A,N/A,LOW,-,-,-,-,4,N/A,N/A,1,N/A,N/A,2.3,4.7,2.4,N/A
Vaultbank,VB,N/A,N/A,USA,N/A,N/A,N/A,-,-,-,-,-,7,N/A,N/A,9,N/A,N/A,2.7,7.0,3.8,N/A
XmasCoins,XMX,N/A,N/A,N/A,N/A,N/A,N/A,VERY LOW,VERY LOW,VERY LOW,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A
Nedviga,NDV,Ethereum,ERC20,Russia,60000 ETH,10000 ETH,Unknown,-,VERY LOW,VERY LOW,-,VERY LOW,3,Benchy,1.6,10,1.4,1.4,1.8,6.0,1.6,1.8
Miners At Work,GINNI,N/A,N/A,N/A,N/A,N/A,N/A,-,VERY LOW,VERY LOW,-,VERY LOW,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A
YOBANK,YOB,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,-,-,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,N/A
MimiCoin,MIM,Ethereum,ERC20,Croatia,N/A,N/A,Unknown,VERY HIGH,VERY LOW,VERY LOW,HIGH,-,1,Benchy,3.8,10,3.6,3.1,3.3,5.6,3.4,3.3
AkroCoin,AKR,Ethereum,ERC20,USA,N/A,N/A,Unknown,-,VERY LOW,VERY LOW,-,-,10,Benchy,N/A,1,N/A,N/A,2.0,5.8,1.7,2.0
GTurbo,GTR,Ethereum,ERC20,Russia,30000000 USD,5000000 USD,Unknown,-,VERY LOW,VERY LOW,-,VERY LOW,3,Benchy,2.0,5,3.0,2.0,2.7,5.5,-,2.7
ShipChain（SHIP）,SHIP,N/A,N/A,N/A,N/A,N/A,N/A,VERY HIGH,VERY HIGH,VERY HIGH,MEDIUM,MEDIUM,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,N/A
Ranger,RAG,N/A,N/A,N/A,N/A,N/A,N/A,-,VERY LOW,VERY LOW,VERY LOW,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A
Bitloanex,BLXT,N/A,N/A,N/A,N/A,N/A,N/A,-,VERY LOW,VERY LOW,-,LOW,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A
Envilope,LOK,Ethereum,ERC20,N/A,N/A,N/A,N/A,-,VERY LOW,VERY LOW,MEDIUM,-,5,Benchy,N/A,1,N/A,N/A,2.7,4.6,-,2.7
Florio,,N/A,N/A,N/A,N/A,N/A,N/A,-,VERY LOW,VERY LOW,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A
eco-NAN,ECO-NAN,Waves,"Available for sale:50,000,000 eco-NAN",N/A,"50,000,000",N/A,Unknown,-,VERY LOW,VERY LOW,-,-,1,Benchy,N/A,8,N/A,N/A,2.3,3.8,1.9,2.3
Handelion ICO,HDLT,N/A,N/A,N/A,N/A,N/A,N/A,VERY LOW,-,-,-,-,N/A,N/A,N/A,N/A,N/A,N/A,2.8,6.9,3.2,N/A
Nova Blitz,NVT,N/A,N/A,N/A,N/A,N/A,Unknown,VERY LOW,LOW,LOW,-,-,N/A,Benchy,4.0,N/A,4.0,4.0,-,-,-,3.2
Mining now,MNW,N/A,N/A,N/A,N/A,N/A,4264750 USD,-,-,-,-,-,N/A,Benchy,3.0,N/A,3.0,4.0,2.3,3.6,3.1,2.3
BTC Green,,N/A,N/A,N/A,N/A,N/A,N/A,-,VERY LOW,VERY LOW,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A
Cryptosis,CST,N/A,N/A,N/A,N/A,N/A,N/A,-,VERY LOW,VERY LOW,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A
EXCASH,EXH,Ethereum,ERC20,Egypt,N/A,N/A,N/A,-,VERY LOW,VERY LOW,VERY LOW,-,1,N/A,N/A,8,N/A,N/A,N/A,N/A,-,N/A
TUDORPAY,TUDOR,Waves,"Available for sale:1,500,000,000 TUDOR",Singapore,N/A,"1,500,000 EUR",Unknown,-,-,-,-,-,1,Benchy,N/A,1,N/A,N/A,2.0,3.0,1.7,2.0
CargoX,CXO,N/A,N/A,N/A,7000000 USD,1500000 USD,6766164682300000000 ETH,-,HIGH,HIGH,LOW,-,N/A,Benchy,4.2,N/A,4.1,4.2,-,-,-,3.7
Scavenger Hunt Token,SHT1,N/A,N/A,N/A,N/A,N/A,N/A,VERY LOW,-,-,-,VERY LOW,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A
SilkChain,SILK,Ethereum,ERC20,N/A,95000 ETH,17000 ETH,10000000 USD,-,MEDIUM,MEDIUM,HIGH,-,10,Benchy,4.0,10,3.9,4.2,-,-,-,4.1
Peoplewave,PWV,Ethereum,ERC20,Singapore,20000000 USD,2000000 USD,591600 USD,-,-,-,-,-,8,Benchy,4.0,10,4.0,4.4,-,-,-,3.9
Gaus Trade,,N/A,N/A,N/A,N/A,N/A,N/A,-,VERY LOW,VERY LOW,LOW,-,N/A,N/A,N/A,N/A,N/A,N/A,2.7,6.9,-,N/A
StoneToken,STTN,N/A,N/A,N/A,N/A,N/A,N/A,HIGH,LOW,LOW,-,VERY LOW,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A
TrueDonate,TDN,Ethereum,"Available for sale:200,000,000 TDN (75%)",Russia,N/A,N/A,Unknown,-,VERY LOW,VERY LOW,-,VERY LOW,6,Benchy,3.0,1,2.0,2.0,2.7,4.9,2.4,2.7
Moon Funding,,N/A,N/A,N/A,N/A,N/A,N/A,MEDIUM,VERY LOW,VERY LOW,-,VERY LOW,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6.5,-,N/A
Rotharium ICO,RTH,N/A,N/A,N/A,N/A,N/A,N/A,-,VERY LOW,VERY LOW,-,-,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,N/A
Taskfair,TFT,Ethereum,ERC20,British Virgin Islands,15000000 USD,1000000 USD,Unknown,VERY HIGH,MEDIUM,MEDIUM,VERY HIGH,-,7,Benchy,4.0,10,4.0,3.7,2.7,7.7,3.5,2.7
Ethorse,HORSE,N/A,N/A,N/A,4000 ETH,400 ETH,48000004000000000000 ETH,LOW,LOW,LOW,LOW,VERY LOW,N/A,Benchy,3.5,N/A,4.5,4.6,-,-,-,3.8
Volteum,,N/A,N/A,N/A,N/A,N/A,N/A,-,VERY LOW,VERY LOW,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A
Monyx,MYX,N/A,N/A,N/A,N/A,N/A,N/A,-,MEDIUM,MEDIUM,VERY LOW,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A
ReversalCoin,RVC,N/A,N/A,N/A,N/A,N/A,N/A,-,VERY LOW,VERY LOW,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A
Qredit,QRT,Neblio,NTP-1,Netherlands,"1,900,000 EUR",N/A,647314 USD,-,HIGH,HIGH,MEDIUM,-,3,Benchy,4.0,10,4.0,5.0,-,-,-,2.7
Tipper,TIPR,Ethereum,ERC20,Panama,50000000 USD,15000000 USD,Unknown,VERY HIGH,-,-,VERY HIGH,-,7,Benchy,N/A,1,N/A,N/A,2.2,5.3,2.4,2.2
AvaGo,AVA,Ethereum,ERC20,Singapore,10000 ETH,5000000 USD,Unknown,HIGH,VERY LOW,VERY LOW,HIGH,-,2,Benchy,N/A,4,N/A,N/A,2.6,4.8,-,2.6
RevenYOU,,Ethereum,ERC20,Switzerland,"35,000,000 EUR","600,000 EUR",700000 USD,-,-,-,-,-,10,Benchy,N/A,8,N/A,N/A,2.1,8.4,4.0,2.1
Internacional Coin,,N/A,N/A,N/A,N/A,N/A,Unknown,MEDIUM,VERY LOW,VERY LOW,MEDIUM,-,N/A,Benchy,N/A,N/A,N/A,N/A,2.7,5.1,-,2.7
StrikeCoin by Dimensions Network,,N/A,N/A,N/A,N/A,N/A,N/A,HIGH,-,-,-,-,N/A,N/A,N/A,N/A,N/A,N/A,1.4,N/A,1.7,N/A
Ethernal Heroes,MAGE,N/A,N/A,N/A,5000000 USD,1500000 USD,92921 USD,-,VERY LOW,VERY LOW,-,VERY LOW,N/A,Benchy,3.0,N/A,3.0,2.0,2.2,6.7,2.6,2.2
Zillerium,ZILLERIUM,N/A,N/A,N/A,N/A,N/A,N/A,-,VERY LOW,VERY LOW,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A
Bitbeeline ICO,,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A
BioFactoryCoin,BFC,Ethereum,ERC20,UK,N/A,N/A,39223918 USD,-,VERY LOW,VERY LOW,-,-,2,Benchy,3.0,1,2.4,2.4,2.3,3.7,3.2,2.3
Lytictail,LYT,IOTA,N/A,USA,N/A,N/A,Unknown,-,VERY LOW,VERY LOW,-,-,1,Benchy,1.0,1,1.1,1.7,1.4,2.4,1.4,1.4
Nilecoin,NIL,Nilechain,ERC20,USA,N/A,N/A,Unknown,-,VERY LOW,VERY LOW,VERY LOW,-,3,Benchy,1.0,1,3.0,2.0,2.0,3.3,2.0,2.0
KKT Coin,KKT,N/A,N/A,N/A,N/A,N/A,N/A,-,VERY LOW,VERY LOW,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3.5,-,N/A
Travelflex Coin,TRF,N/A,N/A,N/A,N/A,N/A,N/A,VERY HIGH,-,-,HIGH,-,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,N/A
Keyrpto,,Ethereum,ERC20,Estonia,5100000 USD,3000000 USD,4800000 USD,VERY HIGH,LOW,LOW,-,VERY LOW,7,Benchy,4.4,9,5.0,4.4,-,-,-,3.8
BoatPilot,,Ethereum,ERC20,Cyprus,9850000 USD,3920000 USD,5025224 USD,VERY HIGH,LOW,LOW,-,VERY LOW,7,Benchy,4.0,10,4.0,4.3,-,-,-,3.9
Pentacore,PENT,Ethereum,ERC20,Cayman Islands,50000000 USD,N/A,Unknown,-,LOW,LOW,-,-,10,Benchy,4.2,10,5.0,4.8,3.8,8.4,-,3.8
Wi-Fi Global,GFI,N/A,N/A,N/A,N/A,N/A,Unknown,HIGH,LOW,LOW,-,VERY LOW,N/A,Benchy,1.7,N/A,1.6,2.1,1.7,4.5,2.4,1.7
Bitbeeline ICO,,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A
Laocon,,Ethereum,ERC20,Singapore,100000000 USD,10000000 USD,Unknown,-,VERY LOW,VERY LOW,-,-,4,Benchy,N/A,1,N/A,N/A,2.2,4.4,-,2.2
Ethernal Heroes,MAGE,N/A,N/A,N/A,5000000 USD,1500000 USD,92921 USD,-,VERY LOW,VERY LOW,-,VERY LOW,N/A,Benchy,3.0,N/A,3.0,2.0,2.2,6.7,2.6,2.2
BioFactoryCoin,BFC,Ethereum,ERC20,UK,N/A,N/A,39223918 USD,-,VERY LOW,VERY LOW,-,-,2,Benchy,3.0,1,2.4,2.4,2.3,3.7,3.2,2.3
Outing,OTG,Ethereum,ERC-20,France,"201,600,000","20,000,000",1600000 USD,VERY LOW,-,-,VERY LOW,-,5,Benchy,N/A,10,N/A,N/A,2.9,6.7,-,2.9
Fynance Token ICO,FYG,N/A,N/A,N/A,N/A,N/A,N/A,-,VERY LOW,VERY LOW,VERY LOW,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A
Travelflex Coin,TRF,N/A,N/A,N/A,N/A,N/A,N/A,VERY HIGH,-,-,HIGH,-,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,N/A
Keyrpto,,Ethereum,ERC20,Estonia,5100000 USD,3000000 USD,4800000 USD,VERY HIGH,LOW,LOW,-,VERY LOW,7,Benchy,4.4,9,5.0,4.4,-,-,-,3.8
RetailCoin,,N/A,"Available for sale:150,000,000 Retailcoin",N/A,N/A,N/A,N/A,-,LOW,LOW,-,-,7,N/A,N/A,10,N/A,N/A,1.8,6.5,-,N/A
TUDORPAY,TUDOR,Waves,"Available for sale:1,500,000,000 TUDOR",Singapore,N/A,"1,500,000 EUR",Unknown,-,-,-,-,-,1,Benchy,N/A,1,N/A,N/A,2.0,3.0,1.7,2.0
Carmel,CARMEL,Ethereum,ERC20,Romania,30000000 USD,8000000 USD,Unknown,-,-,-,-,VERY LOW,5,Benchy,N/A,1,N/A,N/A,2.6,4.4,-,2.6
HuapuPay,HUP,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A
Karatcoin,KCD,N/A,N/A,N/A,N/A,N/A,N/A,-,MEDIUM,MEDIUM,LOW,LOW,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A
OecoSystema,ECOS,N/A,N/A,N/A,N/A,N/A,N/A,-,VERY LOW,VERY LOW,VERY LOW,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A
Coinstocks,IOX,Ethereum,ERC20,USA,17500 ETH,4350 ETH,Unknown,-,MEDIUM,MEDIUM,VERY LOW,LOW,8,Benchy,5.0,5,5.0,5.0,4.3,7.3,-,4.3
Blockchain.io,BCIO,N/A,N/A,N/A,"20,000,000 EUR",N/A,1500000 USD,-,VERY HIGH,VERY HIGH,VERY HIGH,-,N/A,Benchy,4.7,N/A,4.3,4.0,4.3,10.0,-,4.3
Cura Network,CUR,N/A,N/A,N/A,15000000 USD,5000000 USD,500000 USD,-,MEDIUM,MEDIUM,VERY LOW,LOW,N/A,Benchy,4.3,N/A,4.3,4.5,4.2,9.1,-,4.2
DATP,DATP,N/A,N/A,N/A,N/A,N/A,N/A,-,MEDIUM,MEDIUM,VERY LOW,LOW,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,N/A
Usechain,USE,N/A,N/A,N/A,60000 ETH,20000 ETH,23524200 USD,HIGH,VERY HIGH,VERY HIGH,MEDIUM,MEDIUM,N/A,Benchy,5.0,N/A,5.0,5.0,-,-,-,3.8
Five Star Coin Pro ICO,FSCP,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,-,VERY LOW,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A
WRIO,WGD,Ethereum,ERC20,Czech Republic,10000000 USD,600000 USD,Unknown,VERY HIGH,HIGH,HIGH,VERY HIGH,VERY HIGH,10,Benchy,5.0,10,5.0,5.0,4.1,9.5,-,4.1
Natmin,NAT,N/A,N/A,N/A,N/A,N/A,N/A,-,HIGH,HIGH,-,-,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,N/A
PokerSports ICO,XPST,N/A,N/A,N/A,N/A,N/A,N/A,VERY LOW,HIGH,HIGH,VERY LOW,-,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,N/A
Crypthealth,CRPHT,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,HIGH,VERY LOW,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A
Dealjoy,DEAL,N/A,N/A,N/A,N/A,N/A,N/A,-,LOW,LOW,VERY HIGH,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A
WALETOKEN,WTN,N/A,N/A,N/A,N/A,N/A,N/A,-,LOW,LOW,VERY LOW,-,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,N/A
MAKE,MAKE,N/A,N/A,N/A,25000000 USD,2000000 USD,N/A,-,MEDIUM,MEDIUM,VERY HIGH,LOW,N/A,Benchy,5.0,N/A,4.5,5.0,4.2,7.6,-,4.2
Ethereum Wildfire Project,EWPS,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,VERY LOW,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A
Please Protocol,PLS,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,-,LOW,N/A,N/A,N/A,N/A,N/A,N/A,4.0,8.8,-,N/A
BLOCKPASS,,N/A,N/A,N/A,N/A,N/A,N/A,-,HIGH,HIGH,-,HIGH,N/A,N/A,N/A,N/A,N/A,N/A,4.2,8.7,-,N/A
ArcadierX,ARCX,Ethereum,ERC20,Singapore,N/A,N/A,N/A,-,-,-,MEDIUM,LOW,5,N/A,N/A,10,N/A,N/A,4.0,7.4,-,N/A
DeepCloud AI,,N/A,N/A,N/A,N/A,N/A,N/A,-,HIGH,HIGH,-,-,N/A,N/A,N/A,N/A,N/A,N/A,4.3,7.6,-,N/A
Healthereum,HEALTH,Ethereum,ERC20,USA,N/A,N/A,N/A,-,VERY LOW,VERY LOW,-,VERY LOW,2,N/A,N/A,10,N/A,N/A,4.0,5.8,-,N/A
ALL BEST,ALLBI,N/A,N/A,N/A,N/A,N/A,N/A,-,HIGH,HIGH,-,MEDIUM,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,N/A
Healthereum,HEALTH,Ethereum,ERC20,USA,N/A,N/A,N/A,-,VERY LOW,VERY LOW,-,VERY LOW,2,N/A,N/A,10,N/A,N/A,4.0,5.8,-,N/A
ALL BEST,ALLBI,N/A,N/A,N/A,N/A,N/A,N/A,-,HIGH,HIGH,-,MEDIUM,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,N/A
Firmo ICO,FRM,N/A,N/A,N/A,N/A,N/A,N/A,-,VERY LOW,VERY LOW,-,-,N/A,N/A,N/A,N/A,N/A,N/A,4.0,7.4,-,N/A
AB-CHAIN,ABC,Ethereum,ERC20,Russia,N/A,N/A,N/A,MEDIUM,-,-,-,-,6,N/A,N/A,9,N/A,N/A,-,-,-,N/A
Gather,GTH,N/A,N/A,N/A,N/A,N/A,N/A,-,VERY HIGH,VERY HIGH,-,MEDIUM,N/A,N/A,N/A,N/A,N/A,N/A,3.9,8.8,-,N/A
ClearAid,CAID,Ethereum,ERC20,Estonia,8850000 USD,1770000 USD,Unknown,-,VERY LOW,VERY LOW,VERY LOW,-,6,Benchy,5.0,10,4.0,5.0,3.6,7.4,-,3.6
IOU,,N/A,N/A,N/A,N/A,N/A,11700000 USD,-,LOW,LOW,-,LOW,N/A,Benchy,4.8,N/A,3.8,4.6,-,-,-,4.2
ASQ Protocol,ASQT,N/A,N/A,N/A,10000000 USD,5500000 USD,N/A,-,LOW,LOW,LOW,-,N/A,Benchy,5.0,N/A,4.0,5.0,3.8,8.6,-,3.8
Authpaper Coin,,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,MEDIUM,-,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,N/A
Snapparazzi,SNPC,Ethereum,ERC-20,Malta,59000000 USD,10000000 USD,10000000 USD,-,-,-,VERY HIGH,-,10,Benchy,4.0,10,3.7,3.6,-,-,-,3.8
8thContinentBit,ECB,N/A,N/A,N/A,N/A,N/A,N/A,VERY LOW,-,-,-,VERY LOW,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A
Rockz,,Ethereum,ERC20,Switzerland,"26,250,000",N/A,1315405 USD,-,VERY LOW,VERY LOW,-,-,7,Benchy,5.0,10,5.0,5.0,3.7,7.9,-,3.7
Pearl Pay,PRLPAY,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,-,VERY LOW,N/A,N/A,N/A,N/A,N/A,N/A,4.1,8.9,-,N/A
SovereignWallet,MUI,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A
Kind Ads System,KIND,N/A,N/A,N/A,N/A,N/A,20000000 USD,-,VERY HIGH,VERY HIGH,-,MEDIUM,N/A,Benchy,N/A,N/A,N/A,N/A,-,-,-,3.9
Cubrix,CBIX,N/A,N/A,N/A,N/A,N/A,N/A,-,VERY LOW,VERY LOW,VERY LOW,VERY LOW,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A
LinkChain,LNK,Ethereum,SecuritySTO,USA,N/A,N/A,N/A,-,-,-,LOW,LOW,10,N/A,N/A,10,N/A,N/A,3.9,9.3,-,N/A
CryptoMillionsLotto ICO,,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,-,-,N/A,N/A,N/A,N/A,N/A,N/A,4.0,9.0,-,N/A
Social Media Pay,SMP,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,LOW,VERY LOW,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A
OLM,,Ethereum,ERC20,Switzerland,N/A,N/A,N/A,-,-,-,-,-,7,N/A,N/A,1,N/A,N/A,4.0,N/A,-,N/A
CryptoMillionsLotto ICO,,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,-,-,N/A,N/A,N/A,N/A,N/A,N/A,4.0,9.0,-,N/A
OLM,,Ethereum,ERC20,Switzerland,N/A,N/A,N/A,-,-,-,-,-,7,N/A,N/A,1,N/A,N/A,4.0,N/A,-,N/A
Emanate ICO,,N/A,N/A,N/A,N/A,N/A,N/A,-,HIGH,HIGH,-,LOW,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,N/A
CWP,CWT-P,N/A,N/A,Czech Republic,47400000 USD,2400000 USD,N/A,-,VERY LOW,VERY LOW,-,-,5,Benchy,3.0,10,3.0,5.0,3.9,6.0,-,3.9
Twogap,,Ethereum,ERC20,Singapore,N/A,N/A,Unknown,-,VERY HIGH,VERY HIGH,VERY HIGH,MEDIUM,10,Benchy,3.7,10,3.4,3.7,-,-,-,3.7
BQT,,Ethereum,ERC20,Global,50000000 USD,2000000 USD,37000000 USD,-,LOW,LOW,HIGH,-,5,Benchy,4.2,9,3.6,3.7,-,-,-,3.8
Gorecruit,GRT,Ethereum,ERC20,British Virgin Islands,12500000 USD,2000000 USD,N/A,-,MEDIUM,MEDIUM,LOW,LOW,8,Benchy,N/A,10,N/A,N/A,3.8,8.9,-,3.8
CURES,CRS,Ethereum,ERC20,Bulgaria,175000 ETH,2000 ETH,308780 USD,-,MEDIUM,MEDIUM,-,LOW,8,Benchy,4.0,9,3.0,5.0,3.6,7.7,-,3.6
Group Project,GRUP,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,-,-,N/A,N/A,N/A,N/A,N/A,N/A,3.3,N/A,4.1,N/A
MaxData,MXD,Ethereum,ERC20,Gibraltar,50000000 USD,5000000 USD,Unknown,-,LOW,LOW,LOW,-,8,Benchy,4.2,7,3.9,4.6,3.8,7.7,-,3.8
Maximum Exchange,MMT,N/A,N/A,N/A,N/A,N/A,N/A,-,VERY LOW,VERY LOW,MEDIUM,VERY LOW,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A
Neural Protocol,NRP,N/A,N/A,N/A,N/A,N/A,N/A,-,MEDIUM,MEDIUM,-,-,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,N/A
GMB,GMB,Ethereum,N/A,Germany,N/A,N/A,N/A,-,LOW,LOW,-,LOW,8,N/A,N/A,10,N/A,N/A,-,-,-,N/A
Solve Care,,N/A,N/A,N/A,20000000 USD,3000000 USD,20000000 USD,HIGH,VERY HIGH,VERY HIGH,-,VERY HIGH,N/A,Benchy,4.1,N/A,3.8,4.2,4.2,8.3,-,4.0
GMB,GMB,Ethereum,N/A,Germany,N/A,N/A,N/A,-,LOW,LOW,-,LOW,8,N/A,N/A,10,N/A,N/A,-,-,-,N/A
INHERITANCE,IEI,N/A,N/A,N/A,N/A,N/A,N/A,-,VERY LOW,VERY LOW,-,VERY LOW,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,N/A
Olam,OLM,Ethereum,ERC20,Switzerland,40000000 USD,5000000 USD,N/A,-,-,-,-,LOW,7,Benchy,5.0,1,5.0,5.0,3.6,5.4,-,3.6
Quickly-Cheaply,GQC,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,VERY LOW,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A
ACLYD,ACLYD,Ethereum,ERC20,Bermuda,10202500 USD,500000 USD,2800000 USD,-,-,-,MEDIUM,VERY LOW,7,Benchy,4.4,10,3.4,4.4,3.8,7.9,-,3.8
Noah Coin,NOAH,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,-,-,N/A,Benchy,5.0,N/A,5.0,5.0,-,-,-,3.3
Libellum,,Ethereum,ERC20,Hong Kong,15000 ETH,3000 ETH,Unknown,-,-,-,VERY LOW,-,6,Benchy,3.0,10,5.0,5.0,3.9,7.9,-,3.9
FutureWorks (FTW),FTW,N/A,N/A,N/A,N/A,N/A,N/A,-,LOW,LOW,-,-,N/A,N/A,N/A,N/A,N/A,N/A,2.8,7.9,3.3,N/A
Boon Tech,BOON,N/A,N/A,N/A,N/A,N/A,N/A,LOW,HIGH,HIGH,LOW,LOW,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,N/A
eLocations (PreICO),,N/A,N/A,N/A,N/A,N/A,N/A,-,LOW,LOW,-,-,N/A,N/A,N/A,N/A,N/A,N/A,3.8,8.8,-,N/A
ONAM,ONAM,Ethereum,ERC20,British Virgin Islands,15600000 USD,2500000 USD,2000000 USD,-,VERY LOW,VERY LOW,-,VERY LOW,5,Benchy,4.3,10,2.7,4.0,3.8,7.7,-,3.8
Corld's Cedium,CEU,N/A,N/A,N/A,N/A,N/A,N/A,-,VERY LOW,VERY LOW,-,-,N/A,N/A,N/A,N/A,N/A,N/A,3.7,6.7,-,N/A
SLP Network,SLP,N/A,N/A,N/A,N/A,N/A,N/A,LOW,LOW,LOW,LOW,-,N/A,N/A,N/A,N/A,N/A,N/A,3.3,7.9,-,N/A
LeadCoin ICO,LDC,N/A,N/A,N/A,N/A,N/A,N/A,HIGH,LOW,LOW,HIGH,LOW,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,N/A
Block-chain,ВС,N/A,N/A,N/A,5500000 USD,100000 USD,1047028 USD,-,VERY LOW,VERY LOW,LOW,LOW,N/A,Benchy,3.3,N/A,3.3,3.7,-,-,-,3.6
LogisticsX ICO,,N/A,N/A,N/A,N/A,N/A,N/A,-,HIGH,HIGH,-,LOW,N/A,N/A,N/A,N/A,N/A,N/A,3.6,8.3,-,N/A
APRES,APS,Ethereum,ERC20,Germany,40000 ETH,N/A,Unknown,VERY LOW,MEDIUM,MEDIUM,VERY LOW,-,7,Benchy,N/A,10,N/A,N/A,3.4,6.9,-,3.4
